CruiseKey	StationKey	HaulKey	SpeciesCategoryKey	SampleKey	IndividualKey	Individual	IndividualRoundWeight	IndividualTotalLength	LengthResolution	WeightMeasurement	IndividualAge	IndividualSex	readability
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	39	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-39	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	40	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-40	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	41	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-41	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	42	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-42	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	43	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-43	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	44	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-44	16	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	45	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-45	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	46	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-46	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	47	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-47	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	48	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-48	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	49	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-49	13	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	50	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-50	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	51	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-51	13	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	52	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-52	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	53	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-53	13	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	54	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-54	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	55	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-55	12	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	56	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-56	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	57	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-57	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	58	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-58	12	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	59	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-59	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	60	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-60	12	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	61	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-61	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	62	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-62	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	63	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-63	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	64	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-64	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	65	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-65	12	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	66	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-66	12	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	67	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-67	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	68	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-68	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	69	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-69	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	70	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-70	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	71	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-71	10	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	72	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-72	12	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	73	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-73	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	74	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-74	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	75	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-75	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	76	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-76	10	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	77	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-77	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	78	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-78	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	79	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-79	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	80	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-80	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	81	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-81	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	82	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-82	13	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	83	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-83	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	84	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-84	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	85	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-85	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	86	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-86	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	87	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-87	12	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	88	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-88	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	89	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-89	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	90	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-90	12	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	91	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-91	10	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	92	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-92	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	93	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-93	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	94	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-94	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	95	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-95	8	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	96	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-96	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	97	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-97	12	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	98	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-98	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	99	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-99	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	100	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-100	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	1	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-1	14	17	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	2	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-2	19	20	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	3	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-3	9	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	5	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-5	9	15	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	6	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-6	14	17.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	7	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-7	12	17	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	8	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-8	7	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	9	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-9	21	20	0.5	IndividualWeight	5		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	10	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-10	15	17.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	11	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-11	9	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	12	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-12	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	13	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-13	13	17	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	14	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-14	17	18	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	15	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-15	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	16	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-16	19	20.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	17	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-17	14	17.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	18	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-18	31	21.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	19	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-19	16	18.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	20	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-20	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	21	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-21	17	18.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	22	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-22	10	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	23	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-23	11	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	24	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-24	7	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	25	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-25	8	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	26	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-26	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	27	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-27	33	24	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	28	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-28	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	29	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-29	14	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	30	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-30	5	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	31	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-31	14	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	32	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-32	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	33	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-33	11	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	34	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-34	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	35	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-35	12	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	36	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-36	13	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	37	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-37	12	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	38	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-38	10	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	39	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-39	10	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	40	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-40	27	20	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	41	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-41	16	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	42	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-42	16	19	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	43	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-43	13	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	44	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-44	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	45	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-45	13	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	46	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-46	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	47	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-47	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	48	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-48	13	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	49	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-49	15	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	50	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-50	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	51	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-51	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	52	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-52	15	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	53	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-53	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	54	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-54	16	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	55	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-55	13	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	56	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-56	17	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	57	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-57	13	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	58	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-58	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	59	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-59	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	60	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-60	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	61	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-61	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	62	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-62	12	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	63	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-63	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	64	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-64	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	65	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-65	22	20	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	66	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-66	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	67	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-67	11	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	68	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-68	18	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	69	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-69	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	70	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-70	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	71	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-71	11	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	72	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-72	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	73	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-73	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	74	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-74	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	75	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-75	20	19.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	76	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-76	17	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	77	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-77	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	78	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-78	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	79	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-79	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	80	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-80	11	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	81	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-81	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	82	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-82	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	83	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-83	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	84	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-84	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	85	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-85	11	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	86	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-86	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	87	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-87	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	88	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-88	10	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	89	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-89	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	90	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-90	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	91	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-91	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	40	37255	havsil/171677/126751/NA	3	92	2020821/5/2020/3317/21-40-37255-havsil/171677/126751/NA-3-92	13	17.5	0.5	IndividualWeight			
